Time_sec,CycleNo,PT01_MPa,T01[Treac]_℃,Date&Time,T03[Troom]_℃
16304.0,2,2.5503,380.0,7/22/2024_12:20:05 AM,23.7
16306.0,2,2.5502,380.0,7/22/2024_12:20:07 AM,23.7
16308.0,2,2.5502,380.0,7/22/2024_12:20:09 AM,23.7
16310.0,2,2.5502,380.0,7/22/2024_12:20:11 AM,23.7
16312.0,2,2.5502,380.0,7/22/2024_12:20:13 AM,23.7
16314.0,2,2.5502,380.0,7/22/2024_12:20:15 AM,23.7
16316.0,2,2.5502,380.0,7/22/2024_12:20:17 AM,23.7
16318.0,2,2.5502,380.0,7/22/2024_12:20:19 AM,23.7
16320.0,2,2.5502,380.0,7/22/2024_12:20:21 AM,23.7
16322.0,2,2.5501,380.0,7/22/2024_12:20:23 AM,23.7
16324.0,2,2.5501,380.0,7/22/2024_12:20:25 AM,23.7
16326.0,2,2.5501,380.0,7/22/2024_12:20:27 AM,23.7
16328.0,2,2.5501,380.0,7/22/2024_12:20:29 AM,23.7
16330.0,2,2.5501,380.0,7/22/2024_12:20:31 AM,23.7
16332.0,2,2.5501,380.0,7/22/2024_12:20:33 AM,23.7
16334.0,2,2.5501,380.0,7/22/2024_12:20:35 AM,23.7
